,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text
522,,,132015,0,0,0,0,1,3,4.7,5.2,3,Pierre-Emile,4.2,433,False,,,55,132015.jpg,4.2,Højbjerg,1.6,False,,a,18,6,17,119377,11938,80173,20390,0.8,3.1,Højbjerg,360,1,0,2,3,0,0,0,1,0,0,3,86,137.6,85.6,18.0,24.1,13,6,41,29,197,105,44,33,,,,,,
523,,,157668,-1,1,-1,1,0,3,0.5,1.0,0,Harry,0.0,434,False,,,44,157668.jpg,0.0,Winks,1.8,False,,a,18,6,0,59837,10128,100464,16455,0.0,0.0,Winks,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,447,167,435,172,390,148,455,171,,,,,,
524,,,173904,0,0,-1,1,0,2,3.7,4.2,7,Davinson,3.2,435,False,,,44,173904.jpg,6.5,Sánchez,0.9,False,,a,18,6,13,38946,14680,36666,5304,0.7,3.0,Sánchez,180,0,0,2,0,0,0,0,0,0,0,1,53,49.6,1.4,11.0,6.2,163,67,293,102,215,63,239,84,,,,,,
525,,,184349,0,0,0,0,0,2,3.0,3.5,1,Ryan,2.5,436,False,,,45,184349.jpg,2.5,Sessegnon,1.5,False,,a,18,6,10,185184,2931,137183,31675,0.6,2.2,R.Sessegnon,151,1,0,0,2,0,0,0,1,0,0,0,21,44.8,4.2,74.0,12.3,173,73,246,83,61,4,145,41,,,,,,
526,0.0,0.0,194252,0,0,0,0,0,3,0.0,0.0,0,Steven,0.0,437,False,Transferred to Ajax,2022-07-08T11:00:04.174761Z,55,194252.jpg,0.0,Bergwijn,0.0,False,,u,18,6,0,0,0,177,13,0.0,0.0,Bergwijn,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,591,257,592,257,588,254,592,257,,,,,,
527,,,199249,0,0,-2,2,0,2,0.5,1.0,0,Sergio,0.0,438,False,,,43,199249.jpg,0.0,Reguilón,1.1,False,,a,18,6,0,17180,2057,136616,17377,0.0,0.0,Reguilón,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,428,171,414,169,362,145,436,173,,,,,,
528,,,199584,0,0,0,0,0,2,0.5,1.0,0,Japhet,0.0,439,False,,,40,199584.jpg,0.0,Tanganga,2.9,False,,a,18,6,0,42282,4578,125493,22216,0.0,0.0,Tanganga,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,392,146,376,142,320,114,398,146,,,,,,
529,,,202993,-1,1,-1,1,0,3,2.7,3.2,3,Rodrigo,2.2,440,False,,,54,202993.jpg,2.2,Bentancur,0.4,False,,a,18,6,9,16533,1969,25450,4470,0.4,1.7,Bentancur,343,0,0,2,3,0,0,0,1,0,0,0,62,78.2,9.3,0.0,8.8,74,29,228,122,578,250,198,99,,,,,,
530,50.0,0.0,209042,-1,1,-1,1,0,3,0.2,0.0,0,Oliver,0.0,441,False,Lack of match fitness - 50% chance of playing,2022-08-01T17:30:04.934306Z,44,209042.jpg,0.0,Skipp,0.1,False,,d,18,6,0,1408,614,6358,765,0.0,0.0,Skipp,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,456,172,444,177,401,154,464,176,,,,,,
531,0.0,0.0,214225,0,0,0,0,0,2,0.0,0.0,0,Joe,0.0,442,False,Joined Rennes on loan - Expected back 01 Jul,2022-08-02T11:00:06.051540Z,40,214225.jpg,0.0,Rodon,0.1,False,,u,18,6,0,0,0,5135,413,0.0,0.0,Rodon,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,398,150,382,146,327,119,404,150,,,,,,
532,50.0,0.0,221632,0,0,-1,1,0,2,0.7,0.0,0,Cristian,0.8,443,False,Lack of match fitness - 50% chance of playing,2022-08-18T09:00:06.331862Z,49,221632.jpg,1.5,Romero,1.2,False,,d,18,6,3,31290,730,171359,18138,0.2,0.6,Romero,180,0,0,0,3,0,0,0,0,0,0,0,27,42.8,3.1,13.0,5.9,182,78,258,88,212,61,248,91,,,,,,
533,100.0,100.0,227127,0,0,-1,1,0,3,1.3,1.8,1,Yves,0.8,444,False,,2022-08-04T15:00:05.598199Z,49,227127.jpg,0.8,Bissouma,0.4,False,,a,18,6,3,16458,1146,37835,5675,0.2,0.6,Bissouma,26,0,0,0,0,0,0,0,1,0,0,0,14,16.2,20.9,9.0,4.6,263,111,180,103,229,120,272,122,,,,,,
534,,,241157,0,0,0,0,0,2,6.0,6.5,6,Emerson,5.5,445,False,,,50,241157.jpg,5.5,Leite de Souza Junior,4.4,False,,a,18,6,22,382989,63488,135356,30331,1.1,4.4,Emerson Royal,347,0,2,2,3,0,0,0,0,0,0,1,94,70.2,34.7,52.0,15.7,87,31,131,35,85,11,91,20,,,,,,
535,,,445044,0,0,2,-2,1,3,6.5,7.0,6,Dejan,6.0,446,False,,,82,445044.jpg,6.0,Kulusevski,14.5,False,,a,18,6,24,1106210,91673,535409,129176,0.7,2.9,Kulusevski,342,1,2,2,3,0,0,0,0,0,0,3,80,98.6,117.1,105.0,32.1,46,20,15,11,36,27,23,17,3.0,,,,,
536,0.0,0.0,490145,0,0,0,0,0,4,0.0,0.0,0,Dane,0.0,447,False,Joined Portsmouth on loan - Expected back 01 Jul,2022-07-28T16:30:04.667999Z,45,490145.jpg,0.0,Scarlett,0.1,False,,u,18,6,0,0,0,4402,508,0.0,0.0,Scarlett,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,535,53,526,54,504,54,539,54,,,,,,
537,,,45034,1,-1,1,-1,1,2,6.3,6.8,6,Ivan,5.8,448,False,,,56,45034.jpg,5.8,Perišić,26.5,False,,a,18,6,23,1162694,282045,812195,76009,1.0,4.1,Perišić,183,0,2,2,0,0,0,0,0,0,0,3,72,67.8,78.6,24.0,17.1,100,37,47,9,171,46,78,15,2.0,,,,,
538,,,448791,-1,1,-1,1,0,3,0.5,1.0,0,Harvey,0.0,449,False,,,44,448791.jpg,0.0,White,0.3,False,,a,18,6,0,13144,1048,21328,3188,0.0,0.0,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,468,179,456,183,417,162,476,183,,,,,,
539,,,482442,0,0,-1,1,0,3,0.5,1.0,0,Pape Matar,0.0,450,False,,,44,482442.jpg,0.0,Sarr,0.6,False,,a,18,6,0,24887,8884,31133,6766,0.0,0.0,Sarr,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,475,185,463,189,425,169,483,189,,,,,,
540,,,214572,0,0,0,0,0,1,0.5,1.0,0,Brandon,0.0,451,False,,,40,214572.jpg,0.0,Austin,0.3,False,,a,18,6,0,3739,438,6682,1322,0.0,0.0,Austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,399,43,383,25,328,23,405,43,,,,,,
541,,,496179,-1,1,-1,1,0,3,0.5,1.0,0,Alfie,0.0,452,False,,,44,496179.jpg,0.0,Devine,0.1,False,,a,18,6,0,2641,488,4923,790,0.0,0.0,Devine,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,479,189,467,193,429,173,487,193,,,,,,
542,0.0,0.0,447235,0,0,0,0,0,4,0.0,0.0,0,Troy,0.0,453,False,Joined Preston North End on loan - Expected back 01 Jul,2022-07-25T23:00:04.503977Z,45,447235.jpg,0.0,Parrott,0.1,False,,u,18,6,0,0,0,6026,755,0.0,0.0,Parrott,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,522,49,514,50,490,50,527,50,,,,,,
543,100.0,100.0,212319,0,0,0,0,0,4,2.0,2.5,4,Richarlison,1.5,454,False,,2022-07-05T15:30:04.242689Z,85,212319.jpg,2.0,de Andrade,0.7,False,,a,18,6,6,49348,5964,48086,11570,0.2,0.7,Richarlison,63,0,1,0,1,0,0,0,0,0,0,0,15,25.0,16.3,32.0,7.4,233,21,196,28,147,31,217,26,,,,,,
544,100.0,100.0,171101,0,0,-1,1,0,2,0.7,1.2,0,Clément,0.2,513,False,,2022-08-12T14:00:05.943518Z,49,171101.jpg,1.0,Lenglet,0.3,False,,a,18,6,1,4699,1073,28373,2815,0.0,0.2,Lenglet,4,0,0,0,0,0,0,0,0,0,0,0,3,2.6,0.1,0.0,0.3,328,123,338,125,540,207,348,126,,,,,,
545,,,232859,0,0,-2,2,0,2,0.7,1.2,1,Djed,0.2,522,False,,,43,232859.jpg,1.0,Spence,0.3,False,,a,18,6,1,3725,871,32093,3658,0.0,0.2,Spence,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,18.0,1.8,430,173,417,172,192,54,304,108,,,,,,
546,0.0,75.0,436234,0,0,0,0,0,3,0.0,0.8,0,Bryan,0.0,554,False,Knock - Expected back 03 Sep,2022-08-26T14:30:06.352925Z,50,436234.jpg,0.0,Gil Salvatierra,0.0,False,,i,18,6,0,680,33,1831,441,0.0,0.0,Bryan,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,578,249,576,249,566,241,579,249,,,,,,
547,100.0,100.0,37096,0,0,0,0,0,1,2.7,3.2,8,Lukasz,3.2,455,False,,2022-08-08T11:00:05.503474Z,50,37096.jpg,3.2,Fabianski,1.0,False,,a,19,21,13,16268,2090,41934,4553,0.6,2.6,Fabianski,298,0,0,1,3,0,0,0,0,0,8,1,61,70.8,0.0,0.0,7.0,86,15,561,53,550,53,223,15,,,,,,
548,100.0,100.0,40669,0,0,0,0,0,2,-0.5,0.0,0,Angelo,0.0,456,False,,2022-08-05T13:30:07.024076Z,45,40669.jpg,0.0,Ogbonna,0.1,False,,a,19,21,0,520,168,4846,411,0.0,0.0,Ogbonna,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,481,193,469,194,431,177,489,195,,,,,,
549,,,55459,-1,1,-1,1,0,2,1.7,2.2,6,Aaron,2.2,457,False,,,49,55459.jpg,2.2,Cresswell,2.5,False,,a,19,21,9,75250,4197,145288,23168,0.4,1.8,Cresswell,360,0,0,1,5,0,0,0,1,0,0,0,62,60.6,129.1,27.0,21.7,126,49,10,2,155,41,57,8,1.0,,1.0,,,
550,100.0,100.0,57531,0,0,-2,2,0,4,1.0,1.5,1,Michail,1.5,458,False,,2022-08-12T16:00:05.963642Z,73,57531.jpg,1.5,Antonio,2.3,False,,a,19,21,6,69076,4024,295343,46252,0.2,0.8,Antonio,223,0,0,0,4,0,0,0,0,0,0,0,14,7.6,33.2,48.0,8.7,300,34,135,15,96,22,201,23,,,,,3.0,
551,50.0,50.0,60232,-1,1,-2,2,0,2,-0.2,0.0,0,Craig,0.0,459,False,Thigh injury - 50% chance of playing,2022-08-08T11:00:05.520178Z,48,60232.jpg,0.0,Dawson,0.2,False,,d,19,21,0,1464,30,22607,2163,0.0,0.0,Dawson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,542,208,534,208,513,203,545,208,,,,,,
552,,,86934,0,0,-1,1,0,3,0.3,0.8,0,Manuel,0.8,460,False,,,54,86934.jpg,1.0,Lanzini,0.2,False,,a,19,21,3,8584,450,20033,3435,0.1,0.6,Lanzini,92,0,0,0,1,0,0,0,0,0,0,0,7,2.6,3.7,16.0,2.1,329,146,253,132,205,111,300,135,4.0,,,,1.0,
553,,,103192,0,0,0,0,0,2,2.7,3.2,9,Kurt,3.2,461,False,,,45,103192.jpg,3.2,Zouma,1.3,False,,a,19,21,13,32555,4916,53166,7932,0.7,2.9,Zouma,360,0,0,1,5,0,0,0,0,0,0,3,60,68.6,1.4,42.0,11.2,93,34,296,104,106,19,156,46,,,,,,
554,0.0,0.0,105717,0,0,0,0,0,2,0.0,0.0,0,Arthur,0.0,462,False,Season-long loan to Beşiktaş,2022-08-04T13:23:33.173680Z,45,105717.jpg,0.0,Masuaku,0.0,False,,u,19,21,0,0,0,1834,98,0.0,0.0,Masuaku,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,494,199,484,200,450,185,502,201,,,,,,
555,100.0,75.0,164555,-1,1,-1,1,0,2,2.0,1.9,6,Vladimir,2.5,463,False,,2022-08-22T07:00:05.882577Z,44,164555.jpg,2.5,Coufal,0.7,False,,a,19,21,10,30203,1234,60341,9428,0.6,2.3,Coufal,321,0,0,1,5,0,0,0,0,0,0,0,45,36.4,30.3,9.0,7.6,207,87,144,39,228,69,216,74,,,,,,
556,,,172841,-1,1,-2,2,0,3,1.0,1.5,1,Saïd,1.5,464,False,,,58,172841.jpg,1.5,Benrahma,1.3,False,,a,19,21,6,63702,3081,154262,30711,0.3,1.0,Benrahma,242,0,0,0,4,0,0,0,0,0,0,0,22,35.0,71.6,61.0,16.8,210,86,54,40,70,45,80,52,,,2.0,,,
557,,,178186,-1,1,-3,3,0,3,1.7,2.2,3,Jarrod,2.2,465,False,,,82,178186.jpg,2.2,Bowen,3.1,False,,a,19,21,9,80204,3165,395213,64583,0.3,1.1,Bowen,354,0,0,1,5,0,0,0,0,0,0,0,16,34.8,22.6,86.0,14.3,211,87,172,100,53,36,107,64,2.0,,,,,
558,0.0,0.0,180151,0,0,0,0,0,3,0.0,0.0,0,Nikola,0.0,466,False,Season-long loan to Torino,2022-08-12T14:25:41.236745Z,50,180151.jpg,0.0,Vlasic,0.0,False,,u,19,21,0,221,0,3023,150,0.0,0.0,Vlasic,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,574,246,570,246,559,237,575,246,,,,,,
559,,,204480,0,0,-1,1,0,3,1.7,2.2,6,Declan,2.2,467,False,,,49,204480.jpg,2.2,Rice,4.6,False,,a,19,21,9,110821,14768,264686,37372,0.4,1.8,Rice,360,0,1,1,5,0,0,1,1,0,0,0,49,84.6,53.7,32.0,17.0,63,25,85,63,146,78,79,51,,,,,2.0,
560,,,215439,0,0,-1,1,0,3,1.7,2.2,3,Tomas,2.2,468,False,,,54,215439.jpg,2.2,Soucek,1.1,False,,a,19,21,9,20420,1431,78695,14782,0.4,1.7,Soucek,360,0,0,1,5,0,0,0,0,0,0,0,36,56.4,16.1,104.0,17.6,140,56,197,112,38,28,76,50,,,,,,
561,,,217593,0,0,-1,1,1,3,3.7,4.2,11,Pablo,4.2,469,False,,,54,217593.jpg,4.2,Fornals Malla,0.9,False,,a,19,21,17,28331,7252,76585,8953,0.8,3.1,Fornals,309,1,0,1,4,0,0,0,0,0,0,3,58,69.4,57.8,31.0,15.8,89,35,76,54,148,79,90,56,3.0,,,,,
562,75.0,,222018,0,0,0,0,0,2,0.5,1.2,1,Ben,1.2,471,False,Knock - 75% chance of playing,2022-08-28T19:00:06.452153Z,45,222018.jpg,1.2,Johnson,0.1,False,,d,19,21,5,2875,129,5612,1700,0.3,1.1,Johnson,217,0,0,0,3,0,0,0,0,0,0,0,31,45.6,15.7,0.0,6.2,172,72,199,59,472,194,241,86,,,,,,
563,0.0,0.0,210494,0,0,-1,1,0,2,0.0,0.0,0,Nayef,0.0,472,False,Ankle injury - Unknown return date,2022-08-01T17:30:04.948524Z,49,210494.jpg,0.0,Aguerd,0.0,False,,i,19,21,0,540,48,5923,433,0.0,0.0,Aguerd,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,564,210,558,210,545,208,567,210,,,,,,
564,,,84182,-1,1,-1,1,0,1,-0.3,0.2,0,Alphonse,0.2,473,False,,,44,84182.jpg,1.0,Areola,1.2,False,,a,19,21,1,28423,1633,58140,8820,0.0,0.2,Areola,61,0,0,0,2,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,437,54,425,36,374,34,445,54,,,,,,
565,,,220585,-1,1,-1,1,0,3,-0.3,0.2,0,Flynn,0.2,509,False,,,44,220585.jpg,1.0,Downes,0.3,False,,a,19,21,1,7867,953,16349,2623,0.0,0.2,Downes,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,457,173,446,178,404,155,465,177,,,,,,
566,100.0,100.0,195899,0,0,-1,1,0,4,0.7,1.2,2,Gianluca,1.2,529,False,,2022-08-05T13:30:07.217496Z,69,195899.jpg,1.2,Scamacca,0.7,False,,a,19,21,5,29175,2365,79989,11549,0.2,0.7,Scamacca,146,0,0,1,2,0,0,0,0,0,0,0,15,11.8,24.6,27.0,6.3,278,28,163,21,161,33,238,31,,,,,,
567,,,109533,0,0,0,0,0,2,-0.3,0.2,1,Emerson,0.2,545,False,,,40,109533.jpg,1.0,Palmieri dos Santos,0.8,False,,a,19,21,1,48435,20781,23937,5418,0.0,0.2,Emerson,45,0,0,0,0,0,0,0,0,0,0,0,3,0.4,1.5,2.0,0.4,351,126,286,98,268,90,337,122,,,,,,
568,,,441024,0,0,0,0,0,2,-0.5,0.0,0,Harrison,0.0,555,False,,,40,441024.jpg,0.0,Ashby,0.3,False,,a,19,21,0,15149,1548,13305,2806,0.0,0.0,Ashby,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,410,156,394,152,339,125,416,156,,,,,,
569,,,222017,-1,1,-1,1,0,3,-0.3,0.2,0,Conor,0.2,556,False,,,44,222017.jpg,1.0,Coventry,0.1,False,,a,19,21,1,4018,533,6470,975,0.0,0.2,Coventry,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,458,174,447,179,405,156,466,178,,,,,,
570,,,32259,0,0,0,0,0,1,-0.5,0.0,0,Darren,0.0,571,False,,,40,32259.jpg,0.0,Randolph,0.1,False,,a,19,21,0,6748,645,3373,881,0.0,0.0,Randolph,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,371,29,354,10,298,8,377,29,,,,,,
571,,,248865,-1,1,-1,1,0,3,-0.5,0.0,0,Armstrong,0.0,572,False,,,44,248865.jpg,0.0,Oko-Flex,0.1,False,,a,19,21,0,5960,2853,3588,1042,0.0,0.0,Oko-Flex,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,464,177,453,182,413,160,472,181,,,,,,
572,,,149519,-1,1,-1,1,0,3,0.2,0.7,0,Maxwel,0.7,575,False,,,59,149519.jpg,1.0,Cornet,0.1,False,,a,19,21,2,10926,539,8228,1918,0.1,0.3,Cornet,20,0,0,0,0,0,0,0,0,0,0,0,4,2.0,2.8,0.0,0.4,335,152,264,138,596,259,342,155,,,,,,
573,,,201057,0,0,0,0,0,2,2.5,3.0,6,Thilo,3.0,588,False,,,45,201057.jpg,3.0,Kehrer,0.0,False,,a,19,21,6,2911,997,993,400,0.7,1.3,Kehrer,180,0,0,1,2,0,0,0,1,0,0,0,34,19.8,1.2,0.0,2.1,249,102,301,108,464,191,297,107,,,,,,
574,,,224024,0,0,0,0,0,3,1.7,2.2,0,Lucas,0.0,603,False,,,60,224024.jpg,0.0,Tolentino Coelho de Lima,0.0,False,,a,19,21,0,2192,2192,100,100,0.0,0.0,Paquetá,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,596,260,597,260,597,260,597,260,,,,,,
575,100.0,100.0,90585,-1,1,-2,2,0,2,0.5,0.0,0,Willy,0.0,474,False,,2022-08-24T16:30:06.275717Z,43,90585.jpg,0.0,Boly,0.2,False,,a,20,39,0,2941,499,14061,1788,0.0,0.0,Boly,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,425,168,411,166,357,140,433,170,,,,,,
576,100.0,100.0,102057,0,0,-1,1,0,4,1.3,0.8,2,Raúl,0.8,476,False,,2022-07-27T18:30:06.226375Z,69,102057.jpg,1.5,Jiménez,0.6,False,,a,20,39,3,41313,30706,24886,6599,0.1,0.4,Jiménez,121,0,0,0,2,0,0,0,0,0,0,0,6,8.6,2.6,43.0,5.4,293,31,265,35,105,25,263,33,,,3.0,,1.0,
577,,,114128,-1,1,-1,1,0,2,3.3,2.8,2,Jonathan,2.8,477,False,,,44,114128.jpg,2.8,Castro Otto,0.6,False,,a,20,39,11,15417,7641,25032,4558,0.6,2.5,Jonny,347,0,0,1,4,0,0,0,0,0,0,0,57,64.8,22.3,39.0,12.6,112,44,174,49,113,22,135,36,,,,,,
578,,,149065,0,0,0,0,1,1,6.3,5.8,3,José,5.8,478,False,,,50,149065.jpg,5.8,Malheiro de Sá,4.9,False,,a,20,39,23,168780,48005,115396,22354,1.2,4.6,Sá,360,0,0,1,4,0,1,0,0,0,14,3,94,129.0,0.0,0.0,12.9,18,3,566,56,555,56,131,4,,,,,,
579,,,151589,-1,1,-1,1,0,3,2.3,1.8,1,Leander,1.8,479,False,,,49,151589.jpg,1.8,Dendoncker,0.1,False,,a,20,39,7,4745,455,8860,1653,0.4,1.4,Dendoncker,213,0,0,1,3,0,0,0,0,0,0,0,41,38.8,29.0,41.0,10.9,195,76,151,92,110,65,161,87,,,,,,
580,,,171317,0,0,0,0,1,3,5.0,4.5,10,Rúben,4.5,480,False,,,55,171317.jpg,4.5,da Silva Neves,2.1,False,,a,20,39,18,89144,51765,78588,11088,0.8,3.3,Neves,360,1,0,1,4,0,0,0,1,0,0,5,89,140.6,77.6,35.0,25.3,11,5,50,36,135,73,42,31,2.0,,1.0,,2.0,
581,,,184754,-1,1,-2,2,0,3,2.5,2.0,1,Hwang,2.0,481,False,,,58,184754.jpg,2.0,Hee-chan,0.3,False,,a,20,39,8,21928,928,40900,5939,0.3,1.4,Hwang,156,0,1,0,3,0,0,0,0,0,0,0,26,32.2,29.6,59.0,12.2,216,90,148,91,72,47,147,81,,,,,3.0,
582,100.0,100.0,200402,0,0,0,0,0,2,1.3,0.8,1,Nélson,0.8,482,False,,2022-07-05T15:30:04.254473Z,50,200402.jpg,1.0,Cabral Semedo,0.2,False,,a,20,39,3,11228,6756,4899,2160,0.2,0.6,Semedo,121,0,0,0,1,0,0,0,1,0,0,0,27,40.2,27.4,10.0,7.8,191,82,155,44,225,68,213,71,,,,,,
583,,,200600,0,0,0,0,0,3,4.0,3.5,1,Daniel,3.5,483,False,,,55,200600.jpg,3.5,Castelo Podence,1.3,False,,a,20,39,14,146118,5233,137126,25354,0.6,2.5,Podence,245,1,0,1,3,0,0,0,1,0,0,3,35,48.6,78.1,38.0,16.5,164,65,48,34,120,67,84,54,,,,,,
584,100.0,100.0,214048,0,0,0,0,0,2,3.5,3.0,2,Max,3.0,484,False,,2022-07-05T15:30:04.265873Z,45,214048.jpg,3.0,Kilman,0.9,False,,a,20,39,12,27031,12630,26258,5547,0.7,2.7,Kilman,360,0,0,1,4,0,0,0,0,0,0,1,75,95.2,2.8,10.0,10.8,50,13,261,89,222,66,164,49,,,,,,
585,,,245923,0,0,-1,1,0,3,0.5,0.0,0,Luke,0.0,485,False,,,44,245923.jpg,0.0,Cundle,0.5,False,,a,20,39,0,19118,9067,21246,5649,0.0,0.0,Cundle,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,463,176,452,181,412,159,471,180,,,,,,
586,,,247632,0,0,-2,2,0,3,2.7,2.2,2,Pedro,2.2,486,False,,,53,247632.jpg,2.2,Lomba Neto,7.7,False,,a,20,39,9,148120,26180,896968,137127,0.4,1.7,Neto,321,0,0,2,3,0,0,0,1,0,0,0,29,32.2,92.4,110.0,23.5,215,89,36,26,34,26,47,35,1.0,,4.0,,,
587,,,448514,-1,1,-1,1,0,2,2.0,1.5,0,Rayan,1.5,487,False,,,44,448514.jpg,2.0,Aït-Nouri,1.4,False,,a,20,39,6,42568,8409,84289,20266,0.3,1.4,Aït-Nouri,250,0,0,1,3,1,0,0,1,0,0,0,35,43.2,61.7,29.0,13.4,180,77,70,15,152,40,124,32,,,,,,
588,0.0,0.0,449988,0,0,0,0,0,4,0.0,0.0,0,Fabio,0.0,488,False,Joined Anderlecht on loan - Expected back 01 Jul,2022-07-19T23:00:04.338024Z,55,449988.jpg,0.0,Silva,0.0,False,,u,20,39,0,0,0,2691,176,0.0,0.0,Fabio Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,592,59,593,60,590,60,593,60,,,,,,
589,,,510362,0,0,0,0,0,2,0.5,0.0,0,Toti António,0.0,489,False,,,40,510362.jpg,0.0,Gomes,0.8,False,,a,20,39,0,20079,2654,30470,6001,0.0,0.0,Toti,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,422,165,407,162,353,136,429,166,,,,,,
590,0.0,0.0,510363,0,0,0,0,0,3,0.0,0.0,0,Francisco Jorge,0.0,490,False,Knee injury - Expected back 07 Jan,2022-07-11T11:30:03.644676Z,50,510363.jpg,0.0,Tomás Oliveira,0.0,False,,i,20,39,0,164,26,221,43,0.0,0.0,Chiquinho,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,579,250,577,250,567,242,580,250,,,,,,
591,100.0,100.0,159533,0,0,0,0,0,3,1.0,0.5,0,Adama,0.5,491,False,,2022-08-01T17:30:04.977830Z,55,159533.jpg,1.0,Traoré Diarra,0.2,False,,a,20,39,2,7687,2068,12638,2492,0.1,0.4,Adama,30,0,0,0,0,0,0,0,0,0,0,0,6,4.2,6.6,0.0,1.1,318,142,235,127,587,253,317,141,,,,,,
592,,,216208,0,0,0,0,0,1,0.5,0.0,0,Matija,0.0,492,False,,,40,216208.jpg,0.0,Šarkić,2.0,False,,a,20,39,0,14480,1255,31805,6484,0.0,0.0,Šarkić,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,400,44,384,26,329,24,406,44,,,,,,
593,,,501837,0,0,0,0,0,2,0.5,0.0,0,Yerson,0.0,494,False,,,40,501837.jpg,0.0,Mosquera Valdelamar,0.8,False,,a,20,39,0,8589,1026,24413,4595,0.0,0.0,Mosquera,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,421,164,406,161,352,135,428,165,,,,,,
594,100.0,100.0,19624,0,0,-1,1,0,3,1.3,0.8,2,João Filipe Iria,0.8,503,False,,2022-08-07T11:30:07.306530Z,49,19624.jpg,1.5,Santos Moutinho,0.6,False,,a,20,39,3,5708,1770,119318,5534,0.2,0.6,Moutinho,147,0,0,0,1,0,0,0,0,0,0,0,22,25.6,63.6,8.0,9.8,230,96,68,48,233,122,181,93,4.0,,2.0,,,
595,,,432830,0,0,0,0,0,2,3.5,3.0,2,Nathan,3.0,516,False,,,45,432830.jpg,3.0,Collins,0.5,False,,a,20,39,12,24215,6588,14236,3267,0.7,2.7,Collins,360,0,0,1,4,0,0,0,1,0,0,2,64,69.2,3.8,6.0,7.9,92,33,251,86,246,78,212,70,,,,,,
596,,,246799,0,0,0,0,0,1,0.5,0.0,0,Jackson,0.0,557,False,,,40,246799.jpg,0.0,Smith,0.8,False,,a,20,39,0,19672,1064,16570,4057,0.0,0.0,Smith,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,407,48,391,30,336,28,413,48,,,,,,
